                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  15-03-2024 12:58:37:306:727                      dronePositionX                                 30
  15-03-2024 12:58:37:306:756                           droneMaxY                                201
  15-03-2024 12:58:37:306:783                           droneMaxX                                 27
  15-03-2024 12:58:37:310:682                      Skipped target                                 -
  15-03-2024 12:58:37:310:753                      Skipped target                                 -
  15-03-2024 12:58:37:310:779                      Skipped target                                 -
  15-03-2024 12:58:37:310:828                      Skipped target                                 -
  15-03-2024 12:58:37:310:887                      Skipped target                                 -
  15-03-2024 12:58:37:310:965                      Skipped target                                 -
    15-03-2024 12:58:37:311:0                      Skipped target                                 -
   15-03-2024 12:58:37:311:73                      Skipped target                                 -
  15-03-2024 12:58:37:311:109                      Skipped target                                 -
  15-03-2024 12:58:37:311:182                      Skipped target                                 -
  15-03-2024 12:58:37:311:218                      Skipped target                                 -
  15-03-2024 12:58:37:311:253                      Skipped target                                 -
  15-03-2024 12:58:37:311:324                      Skipped target                                 -
  15-03-2024 12:58:37:311:361                      Skipped target                                 -
  15-03-2024 12:58:37:311:498                      Skipped target                                 -
  15-03-2024 12:58:37:311:536                      Skipped target                                 -
  15-03-2024 12:58:37:311:608                      Skipped target                                 -
  15-03-2024 12:58:37:311:644                      Skipped target                                 -
  15-03-2024 12:58:37:311:731                      Skipped target                                 -
  15-03-2024 12:58:37:311:768                      Skipped target                                 -
  15-03-2024 12:58:37:313:239                         targetcount                                  0
  15-03-2024 12:58:37:313:301                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:328                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:352                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:375                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:399                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:452                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:478                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:501                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:525                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:576                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:602                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:625                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:648                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:671                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:694                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:718                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:759                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:784                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:808                    Skipped obstacle                                 -
  15-03-2024 12:58:37:313:848                    Skipped obstacle                                 -
  15-03-2024 12:58:37:516:147                          user input                                 -1
  15-03-2024 12:58:37:516:257                            yMax_now                                203
  15-03-2024 12:58:37:516:295                            xMax_now                                 55
  15-03-2024 12:58:37:516:341                 Pipe_dronePositionY                                 15
  15-03-2024 12:58:37:516:370                 Pipe_dronePositionX                                 15
  15-03-2024 12:58:37:516:433          Received obstacles ycoords                                 -
  15-03-2024 12:58:37:516:465          Received obstacles xcoords                                 -
  15-03-2024 12:58:37:516:492           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:518           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:543           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:599           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:627           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:650           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:674           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:763           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:793           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:816           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:841           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:877           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:901           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:944           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:970           Drone and target coincide                                 -
  15-03-2024 12:58:37:516:993           Drone and target coincide                                 -
   15-03-2024 12:58:37:517:16           Drone and target coincide                                 -
   15-03-2024 12:58:37:517:77           Drone and target coincide                                 -
  15-03-2024 12:58:37:517:103           Drone and target coincide                                 -
  15-03-2024 12:58:37:517:126           Drone and target coincide                                 -
  15-03-2024 12:58:37:517:157                             ScaledY                              16.20
  15-03-2024 12:58:37:517:187                             ScaledX                              30.15
  15-03-2024 12:58:37:517:245                      dronePositionY                                 16
  15-03-2024 12:58:37:517:270                      dronePositionX                                 30
  15-03-2024 12:58:37:517:294                           droneMaxY                                201
  15-03-2024 12:58:37:517:318                           droneMaxX                                 27
  15-03-2024 12:58:37:519:512                      Skipped target                                 -
  15-03-2024 12:58:37:519:572                      Skipped target                                 -
  15-03-2024 12:58:37:519:598                      Skipped target                                 -
  15-03-2024 12:58:37:519:621                      Skipped target                                 -
  15-03-2024 12:58:37:519:646                      Skipped target                                 -
  15-03-2024 12:58:37:519:697                      Skipped target                                 -
  15-03-2024 12:58:37:519:723                      Skipped target                                 -
  15-03-2024 12:58:37:519:747                      Skipped target                                 -
  15-03-2024 12:58:37:519:797                      Skipped target                                 -
  15-03-2024 12:58:37:519:823                      Skipped target                                 -
  15-03-2024 12:58:37:519:846                      Skipped target                                 -
  15-03-2024 12:58:37:519:896                      Skipped target                                 -
  15-03-2024 12:58:37:519:921                      Skipped target                                 -
  15-03-2024 12:58:37:519:945                      Skipped target                                 -
  15-03-2024 12:58:37:519:968                      Skipped target                                 -
  15-03-2024 12:58:37:519:992                      Skipped target                                 -
   15-03-2024 12:58:37:520:24                      Skipped target                                 -
   15-03-2024 12:58:37:520:93                      Skipped target                                 -
  15-03-2024 12:58:37:520:128                      Skipped target                                 -
  15-03-2024 12:58:37:520:153                      Skipped target                                 -
  15-03-2024 12:58:37:522:223                         targetcount                                  0
  15-03-2024 12:58:37:522:307                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:461                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:491                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:516                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:539                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:589                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:615                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:638                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:691                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:716                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:739                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:790                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:815                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:839                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:889                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:915                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:938                    Skipped obstacle                                 -
  15-03-2024 12:58:37:522:961                    Skipped obstacle                                 -
   15-03-2024 12:58:37:523:14                    Skipped obstacle                                 -
   15-03-2024 12:58:37:523:41                    Skipped obstacle                                 -
  15-03-2024 12:58:37:724:269                          user input                                 -1
  15-03-2024 12:58:37:724:438                            yMax_now                                203
  15-03-2024 12:58:37:724:559                            xMax_now                                 55
  15-03-2024 12:58:37:724:694                 Pipe_dronePositionY                                 15
