                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
   17-03-2024 17:37:39:490:68                           Magnitude                               0.00
   17-03-2024 17:37:39:490:98                               Angle                               0.00
  17-03-2024 17:37:39:490:161                           Magnitude                               0.00
  17-03-2024 17:37:39:490:224                               Angle                               0.00
  17-03-2024 17:37:39:490:258                           Magnitude                               0.00
  17-03-2024 17:37:39:490:288                               Angle                               0.00
  17-03-2024 17:37:39:490:318                           Magnitude                               0.00
  17-03-2024 17:37:39:490:347                               Angle                               0.00
  17-03-2024 17:37:39:490:377                           Magnitude                               0.00
  17-03-2024 17:37:39:490:407                               Angle                               0.00
  17-03-2024 17:37:39:490:436                           Magnitude                               0.00
  17-03-2024 17:37:39:490:466                               Angle                               0.00
  17-03-2024 17:37:39:490:496                           Magnitude                               0.00
  17-03-2024 17:37:39:490:525                               Angle                               0.00
  17-03-2024 17:37:39:490:554                           Magnitude                               0.00
  17-03-2024 17:37:39:490:584                               Angle                               0.00
  17-03-2024 17:37:39:490:614                           Magnitude                               0.00
  17-03-2024 17:37:39:490:643                               Angle                               0.00
  17-03-2024 17:37:39:490:672                           Magnitude                               0.00
  17-03-2024 17:37:39:490:777                               Angle                               0.00
  17-03-2024 17:37:39:490:839                           Magnitude                               0.00
  17-03-2024 17:37:39:490:872                               Angle                               0.00
  17-03-2024 17:37:39:490:902                           Magnitude                               0.00
  17-03-2024 17:37:39:490:932                               Angle                               0.00
  17-03-2024 17:37:39:490:962                           Magnitude                               0.00
  17-03-2024 17:37:39:490:993                               Angle                               0.00
   17-03-2024 17:37:39:491:24                      DronePositionX                                 15
   17-03-2024 17:37:39:491:54                      DronePositionY                                 15
   17-03-2024 17:37:39:491:83                dronePositionChangeX                                  0
  17-03-2024 17:37:39:491:112                dronePositionChangeY                                  0
  17-03-2024 17:37:39:491:141                              ForceY                                  0
  17-03-2024 17:37:39:491:170                              ForceX                                  0
  17-03-2024 17:37:39:690:579                            keyvalue                                 -1
  17-03-2024 17:37:39:690:670          Received obstacles ycoords                                 -
  17-03-2024 17:37:39:690:707          Received obstacles ycoords                                 -
  17-03-2024 17:37:39:690:742                           Magnitude                               0.00
  17-03-2024 17:37:39:690:775                               Angle                               0.00
  17-03-2024 17:37:39:690:804                           Magnitude                               0.00
  17-03-2024 17:37:39:690:833                               Angle                               0.00
  17-03-2024 17:37:39:690:863                           Magnitude                               0.00
  17-03-2024 17:37:39:690:892                               Angle                               0.00
  17-03-2024 17:37:39:690:921                           Magnitude                               0.00
  17-03-2024 17:37:39:690:953                               Angle                               0.00
  17-03-2024 17:37:39:690:985                           Magnitude                               0.00
   17-03-2024 17:37:39:691:42                               Angle                               0.00
   17-03-2024 17:37:39:691:73                           Magnitude                               0.00
  17-03-2024 17:37:39:691:102                               Angle                               0.00
  17-03-2024 17:37:39:691:131                           Magnitude                               0.00
  17-03-2024 17:37:39:691:160                               Angle                               0.00
  17-03-2024 17:37:39:691:189                           Magnitude                               0.00
  17-03-2024 17:37:39:691:218                               Angle                               0.00
